noteId	tweetId	summary	classification	trustworthySources
1982586232895836577	1982222166096490746	Le chef d'état major ne prend pas de position politique en exposant, sans les commenter, les décisions du chef de l'état, qui est seul chef des armées, et auquel il doit obéir.   Obéir à la chaîne de commandement n'est pas être manipulé, mais un devoir militaire.    https://youtu.be/Lmy1-_Qm_ws?si=K0S1093mBmjDwM2w    https://www.legifrance.gouv.fr/codes/id/LEGISCTA000006182820     https://fr.wikipedia.org/wiki/Article_15_de_la_Constitution_de_la_Cinqui%C3%A8me_R%C3%A9publique_fran%C3%A7aise	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982584766558884243	1982432261627883945	There hasn’t been a King of England since William III since 1702.    https://en.wikipedia.org/wiki/William_III_of_England	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982581923055862138	1981833556646035700	Brazilians are latinos. The latin-american community is formed by american contries located on latin america, this means that even though brazilians aren’t hispanic - they’re official language is portuguese, not spanish - they are latinos.    https://en.wikipedia.org/wiki/Latin_America  https://www.nationalgeographicbrasil.com/historia/2024/10/latino-hispanico-brasileiros-sao-latinos-tambem-veja-a-origem-destes-termos-e-entenda-melhor	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982579970171138423	1982075265284030514	Though the film is centered around Nathan Agren, he is more of an observer then an active participant,  though he takes part in the final battle he doesn't change the out come and fallows the wishes of katsumoto.     https://en.wikipedia.org/wiki/White_savior_narrative_in_film    https://en.wikipedia.org/wiki/The_Last_Samurai	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982575948177273233	1982508461738070147	Until 1970, fewer than 1 out of every 1,000 Americans was Muslim. A century ago, it was about 1 out of every 10,000.    https://en.wikipedia.org/wiki/Islam_in_the_United_States	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982571560624869661	1982181817345028343	Comparing cloud seeding to weather modification conspiracy theories is incorrect. Cloud seeding attempts to increase local rainfall using ice crystals. It is not particularly effective, and cannot create rain or clouds out of nothing, or create other types of weather.     https://www.noaa.gov/news/fact-check-debunking-weather-modification-claims    https://en.wikipedia.org/wiki/Cloud_seeding    https://en.wikipedia.org/wiki/Chemtrail_conspiracy_theory    	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982565771000615102	1982474193854750942	Wojciech Olszański (ur. 1960 r.) twierdzi, że w stanie wojennym i latach 80. pracował w ZOMO.  Tymczasem jego życiorys aktorski mówi co innego:   * W 1983 r. ukończył krakowską PWST.   * W latach 1983-1987 był aktorem Teatru Narodowego w Warszawie, gdzie ZOMO pałowało.  https://pl.wikipedia.org/wiki/Wojciech_Olsza%C5%84ski	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982564246434013604	1982228295665025307	El Papa Pablo VI promulgó el Novus Ordo Missae en  1969. Este nuevo rito permitió el uso de lenguas locales en lugar del latín (misa tridentina), siguiendo las reformas del Concilio Vaticano II, que buscaban hacer la liturgia más accesible a los fieles.    https://es.wikipedia.org/wiki/Misa_de_1965 	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982563898474823775	1982523770658029726	3I/ATLAS is indeed an interstellar comet with high speed showing it's from outside our solar system. While Avi Loeb speculates on artificial origins, no verified NASA insiders claim the speed defies natural explanation; NASA &amp; ESA confirm it's natural.  https://science.nasa.gov/solar-system/comets/3i-atlas/  https://www.esa.int/Science_Exploration/Space_Science/Comet_3I_ATLAS_frequently_asked_questions  https://en.wikipedia.org/wiki/3I/ATLAS	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982563552088011226	1982469379091542246	C'est faux, les chaînes d'état russes (sous le contrôle du Kremlin) diffusent régulièrement des menaces d'attaques sur la France.     https://x.com/vlanon/status/1968404386540900570    https://x.com/Gerashchenko_en/status/1960208824033218830    https://x.com/S_U1979/status/1901280627023819261    https://x.com/vik8867dn/status/1797198848185586077    Xenia Fedorova est une propagandiste et agent d’influence rémunérée par le Kremlin.     https://fr.wikipedia.org/wiki/Xenia_Fedorova    https://www.lemonde.fr/idees/article/2021/11/17/russia-today-rt-un-media-d-influence-au-service-de-l-etat-russe-la-tele-qui-venait-du-froid_6102344_3232.html    https://larevuedesmedias.ina.fr/rt-russia-today-influence-chaine-information-continu-media-alternatif-mainstream-occident	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982561974123741367	1982178380410732741	This claim is incorrect by two orders of magnitude.     Approximately six million Jews died in the Holocaust from the period of 1939-1945.    From 1948 to 2025, most estimates indicate that a cumulative 70,000 Gazans died in conflict with the Jewish State.    https://encyclopedia.ushmm.org/content/en/article/documenting-numbers-of-victims-of-the-holocaust-and-nazi-persecution    https://en.wikipedia.org/wiki/Palestinian_casualties_of_war	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982560898049823082	1981799222333911044	Franco fue un dictador español, hasta 1975 que se murió y acabó su dictadura. Luego pedro Sánchez salió democráticamente electo en el siglo XXI.  https://es.wikipedia.org/wiki/Pedro_S%C3%A1nchez	MISINFORMED_OR_POTENTIALLY_MISLEADING	0
1982558873228554332	1982504461567431077	This room is the Entrance Hall of the Executive Residence (the White House proper), and is not of any room in the East Wing nor the East Room of the White House.    http://www.tysto.com/floor1/entrance-hall.htm  https://www.whitehousehistory.org/white-house-tour/the-entrance-hall  https://en.wikipedia.org/wiki/Entrance_Hall  http://www.tysto.com/floor1/east-room.htm	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982558776659198194	1982486742327611538	NNN.    https://en.wikipedia.org/wiki/Joke	NOT_MISLEADING	1
1982558521905312239	1982506083202785768	This is a completely incorrect AI generated &quot;summary&quot;. The East Room of the White House is located in the Main Residence, and not in the East Wing.  https://en.wikipedia.org/wiki/East_Room  http://www.tysto.com/floor1/east-room.htm  http://www.tysto.com/east-wing.htm  	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982558331144442218	1982122011951292567	O vídeo é IA. A mulher não existe e não é a Leila Pereira, presidente do Palmeiras.    https://pt.wikipedia.org/wiki/Leila_Pereira	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982558109819113589	1982413687496556930	Ils sont morts en s'enfuyant à la vue d'une patrouille de police qui ne les ciblaient pas personnellement.  Les policiers ont été acquittés des charges qui leur étaient reprochées concernant la non assistance à personne en danger et mise en danger délibérée de la vie d'autrui   https://fr.wikipedia.org/wiki/Mort_de_Zyed_Benna_et_Bouna_Traor%C3%A9?wprov=sfla1	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982558057314787590	1982431245184520541	Russian foreign policy is characterized by the opposite of peace, but by unleashing the largest war since World War II on European soil.  https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine  Giving parts of another country to the aggressors to occupy is not peace either, but an authorisation of violence and a reward for war.  https://en.wikipedia.org/wiki/Russian-occupied_territories_of_Ukraine#Violations_and_war_crimes	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982557524684591288	1982437893915496788	This room is the Entrance Hall of the Executive Residence (the White House proper), and is not of any room in the East Wing nor the East Room of the White House.  http://www.tysto.com/floor1/entrance-hall.htm  https://www.whitehousehistory.org/white-house-tour/the-entrance-hall  https://en.wikipedia.org/wiki/Entrance_Hall	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982554793890738345	1982540989269966898	Caption missing important Context and Clarification.  The 11 year cycle is not the only variation in activity. Others last decades and are  difficult to distinguish in short term, Maunder/Dalton. This rise appears to be a recovery from one of these longer period decreases.  https://iopscience.iop.org/article/10.3847/2041-8213/adf3a6  https://en.wikipedia.org/wiki/Dalton_Minimum  https://en.wikipedia.org/wiki/Maunder_Minimum	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982553743531860004	1982454630345765122	O Fluminense não tem entrada da piscina. O clube tem 2 entradas, com funções bem definidas:    A entrada social, destinada somente para sócios.    A entrada de funcionários, que é o acesso para qualquer funcionário, desde serviços gerais a atletas.    https://pt.wikipedia.org/wiki/Est%C3%A1dio_Manoel_Schwartz	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982553689064718749	1970266746545414406	NNN. Memes não têm dono.  https://pt.wikipedia.org/wiki/Meme	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982552464172999112	1982144744383025547	The post seems to miss the meaning of 'per capita'.  Indians represent 1.6% of the US population.  By this metric, they receive almost 3x more food stamps than what they account for in proportion of the population.  https://en.wikipedia.org/wiki/Indian_Americans#:~:text=With%20a%20population%20of%20more,Asian%20Americans%20after%20Chinese%20Americans.	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982547972618436745	1981082380510048515	A Rede Globo de Televisão é uma empresa privada, de propriedade da família Marinho.    https://en.wikipedia.org/wiki/Grupo_Globo    https://grupoglobo.globo.com/#empresas  	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982544798725668883	1982385320785039855	3I/ATLAS is an interstellar comet with nucleus &lt;5.6 km, not Manhattan-sized as claimed in the video. Its trajectory and behaviors are natural, following gravity with no evidence of steering or artificial origin.  https://www.space.com/astronomy/comets/comet-3i-atlas-blasts-a-jet-towards-the-sun-in-new-telescope-image  https://arxiv.org/abs/2510.18769  https://en.wikipedia.org/wiki/3I/ATLAS	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982543794542166386	1982478288951160870	Winsome Earle-Sears is a black American.    https://en.wikipedia.org/wiki/Winsome_Earle-Sears	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982541317470064837	1982503427314954376	Trata-se de uma imagem da Cúpula EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Ela reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982539033474736175	1982097568545816949	The claim NATO agreed not to accept any former Soviet states as members is absolutely false. No such agreement was part of the Budapest Memorandum.      https://en.wikipedia.org/wiki/Budapest_Memorandum    https://treaties.un.org/Pages/showDetails.aspx?objid=0800000280401fbb    NATO is a voluntary defensive alliance. Its expansion is not a threat to Russia unless Russia intends aggression.    https://www.nato.int/nato-welcome/	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982538219846525052	1982126142023713150	Seuls le fer, le nickel, le cobalt et le gadolinium réagissent à l'aimant.  https://www.alloprof.qc.ca/fr/eleves/bv/sciences/les-substances-magnetiques-ferromagnetiques-no-s1173  Leurs températures de fusion varient entre 13 00°c pour le gadolinium et environs 1500°c degrés pour le fer.  Le type de chalumeau utilisé ne permet pas de fondre ces métaux.   https://fr.wikipedia.org/wiki/Liste_des_%C3%A9l%C3%A9ments_chimiques_par_temp%C3%A9rature_de_fusion  	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982536539620970507	1982518808339448103	Trata-se de uma foto da 13ª Cúpula EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Não há motivos para Lula estar na foto, pois ela só reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982535958726865124	1981710482257100805	Jeffrey Sachs is a well-known Kremlin propagandist who spreads fake news. Everything he says is completely unfounded. The testimony of Italian Senator Calenda is true and he prides of having been in Ukraine during the Revolution of Dignity.    https://www.kas.de/de/web/die-politische-meinung/blog/detail/-/content/russische-desinformation-der-unsichtbare-krieg-um-die-wahrheit    https://www.weareukraine.info/special/how-russia-discredits-the-revolution-of-dignity/    https://en.wikipedia.org/wiki/Revolution_of_Dignity    https://www.uni-potsdam.de/en/headlines-and-featured-stories/detail/2024-01-08-a-fight-for-freedom-of-opinion-and-independence-students-develop-an-exhibition-on-ukraine    https://www.reuters.com/world/europe/eight-years-after-maidan-revolution-ukraine-better-equipped-infowar-with-russia-2022-04-04/    https://www.tagesschau.de/ausland/europa/ukraine-jahrestag-aufstand-maidan-100.html    https://aspeniaonline.it/russian-disinformation-about-the-ukrainian-conflict-since-2014-fact-checking-and-recurring-patterns/    https://www.stopfake.org/en/ukraine-s-maidan-revolution-was-not-a-coup/	NOT_MISLEADING	1
1982535909338976638	1982520570815349112	Trata-se de uma foto da 13ª Cúpula EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Não há motivos para Lula estar na foto, pois ela só reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982535722918674482	1982523991068959174	Trata-se de uma foto da 13ª Cúpula EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Não há motivos para Lula estar na foto, pois ela só reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982535541779308907	1982497920797876732	Trata-se de uma foto da 13ª Cúpula EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Não há motivos para Lula estar na foto, pois ela só reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982533497358037143	1982469379091542246	Xenia Fedorova est une propagandiste de nationalité russe.  Avant d'officier sur CNews, elle était membre de Russia Today, et de sa branche française RT France.  Elle y reprenait les éléments de langage du Kremlin, avant que la chaine ne soit interdite en France.    https://fr.wikipedia.org/wiki/Xenia_Fedorova    https://www.lemonde.fr/actualite-medias/article/2025/03/25/xenia-fedorova-ancienne-patronne-de-rt-france-et-nouvelle-egerie-russe-du-groupe-bollore_6585661_3236.html    https://www.franc-tireur.fr/xenia-fedorova-le-diable-shabille-en-pravda    https://www.franceinfo.fr/vrai-ou-fake/independance-de-la-presse-le-parcours-de-xenia-fedorova-de-rt-aux-medias-du-groupe-bollore_7118187.html	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982527892291559634	1982250796373684461	Previous note is completely incorrect.     The first photo is shows a Chinese baby crying within the bombed-out ruins of the Shanghai South railway station on August 28, 1937.    It is one of the most famous photographs showcasing Japanese wartime atrocities in China.    https://en.wikipedia.org/wiki/Bloody_Saturday_%28photograph%29	NOT_MISLEADING	1
1982527722074042665	1981658398921052293	Bidet use is widespread in southern Europe, specifically in Spain, Portugal, France and Italy, where it is actually mandatory by law for house inhabitability. Those are all white people.  Its use is also widespread in Hispanic America, owing to Spanish heritage.   https://en.wikipedia.org/wiki/Bidet	MISINFORMED_OR_POTENTIALLY_MISLEADING	0
1982527578796638560	1981887939723296771	NN, &quot;Man&quot; and &quot;Male&quot; is different. Man is the gender, while male is the sex. https://en.wikipedia.org/wiki/Male	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982526164070473966	1982492058343641159	Kürdistan yok.    https://tr.wikipedia.org/wiki/Birle%C5%9Fmi%C5%9F_Milletler_%C3%BCyesi_devletler    https://tr.wikipedia.org/wiki/%C3%9Clkeler_listesi  	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982525031616856504	1982442457628328278	Israel is famous for quite a lot of things, including  - Pillcam  - RSA Encryption  - The Original Intel 8088    And many others.    https://en.wikipedia.org/wiki/List_of_Israeli_inventions_and_discoveries	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982523644052918589	1980969975452999839	Prolonged exposure to as little as 5% CO2 in air can lead to loss of consciousness, and just 10% can have a fatal outcome    https://pubmed.ncbi.nlm.nih.gov/16499405/  https://en.wikipedia.org/wiki/Hypercapnia	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982523126065005007	1982453245080408496	Trata-se de uma foto da 13ª Cúpula Anual EUA-ASEAN (a Associação das Nações do Sudeste Asiático).     Não há motivos para Lula estar na foto, pois ela só reúne o presidente dos EUA e representantes de países do Sudeste Asiático.    https://x.com/WhiteHouse/status/1982450258513739783  https://en.wikipedia.org/wiki/ASEAN_Summit	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982521305460039852	1982508461738070147	Until 1970, fewer than 1 out of every 1,000 Americans was Muslim. A century ago, it was about 1 out of every 10,000.    Are you arguing that a group that was less than 1 out of every 10,000 Americans played a meaningful role in building America?    https://en.wikipedia.org/wiki/Islam_in_the_United_States	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982520945374822739	1981018739169701901	This propaganda video serves to cover up the previous and ongoing war crimes perpetrated against Palestinian people by Israeli terrorists. It is patent victim blaming and has no place on X.   https://www.hrw.org/news/2025/08/01/gaza-israeli-killings-of-palestinians-seeking-food-are-war-crimes  https://www.bbc.com/news/articles/c8641wv0n4go.amp  https://www.ohchr.org/en/press-releases/2024/10/un-commission-finds-war-crimes-and-crimes-against-humanity-israeli-attacks  https://en.wikipedia.org/wiki/Israeli_war_crimes	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982518635198333385	1982477970192425418	NNN: The note mixes numbers of launchers with number of batteries, and operational vs ordered ones.    The post is obviously about operational batteries, and there are 23 red dots on the map while Germany has 9 batteries, France 7 and Italy 3.  https://en.wikipedia.org/wiki/MIM-104_Patriot#Operators  https://en.wikipedia.org/wiki/SAMP/T    Therefore the post is correct.	NOT_MISLEADING	1
1982518429266702373	1982326420836626467	There is no historical record of Adolf Hitler expressing remorse for his actions as chancellor, especially the Holocaust.    https://en.wikipedia.org/wiki/Adolf_Hitler	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982516559059747176	1982486742327611538	A median is not skewed by unusually high or low values.    https://en.wikipedia.org/wiki/Median	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982515700049891690	1981761502504775850	Plenty of animal species went extinct after the first contact with Native Americans, Aboriginal Australians, Polynesians or Malgasy people, not only White people    https://en.wikipedia.org/wiki/Elephant_bird#Extinction    https://en.wikipedia.org/wiki/Australian_megafauna#Causes_of_extinction    https://en.wikipedia.org/wiki/Glyptodont#Extinction    https://en.wikipedia.org/wiki/Megalonyx#Extinction    https://en.wikipedia.org/wiki/Cuvieronius#Extinction    https://en.wikipedia.org/wiki/Megatherium#Relationship_with_humans_and_extinction    https://en.wikipedia.org/wiki/Moa#Relationship_with_humans	NOT_MISLEADING	1
1982514613401886922	1982474983059108327	This occurred in 2017. Elon retweeted it and many will assume it’s recent.    https://en.wikipedia.org/wiki/Zaida_Catal%C3%A1n	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982514467276570687	1982300689620508801	NNN. Trata-se de um Omoda no vídeo, linha de carros criada pela Chery, marca chinesa. O interior em nada se assemelha com os carros da Skoda. No volante, é possível ler claramente a logotipo da OMODA em dois momentos distintos do vídeo.    https://en.wikipedia.org/wiki/Omoda	NOT_MISLEADING	1
1982514238829572537	1982365023780708569	This is a bolide meteor. Meteors are common, and all meteors appear green when they burn up in the earth’s atmosphere. https://en.wikipedia.org/wiki/Bolide	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982514044058710137	1981887939723296771	NNN, boy &amp; man refer to sex, not &quot;gender identity&quot;    https://en.wikipedia.org/wiki/Man	NOT_MISLEADING	1
1982511486737285550	1981887939723296771	Being transgender means to change your gender identity.  Charlotte identifies as a women, and therefore isn't a man. This also applies to all transwomen.    https://en.wikipedia.org/wiki/Transgender	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982510070794789228	1982176701263061045	İlgili gönderideki şehirlerin hepsi 1000 yıldır Türk şehridir. İlgili gönderideki iddiaları doğrulayabilecek bir kanıt yoktur.       https://www.icisleri.gov.tr/valilikler  https://www.torkeya.com/location_TR.htm  https://tr.wikipedia.org/wiki/T%C3%BCrkiye%27nin_illeri  https://www.nufusu.com/iller  https://tr.wikipedia.org/wiki/T%C3%BCrk_mutfa%C4%9F%C4%B1  https://www.google.com/amp/s/www.lezzet.com.tr/amp/lezzetten-haberler/tasteatlasa-gore-en-iyi-100-turk-yemegi  https://tr.wikipedia.org/wiki/Anadolu_Sel%C3%A7uklu_Devleti  https://www.kulturportali.gov.tr/portal/anadolu-selcuklu-devleti--1077-1308-  https://belleten.gov.tr/tam-metin/1899/tur  	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982509927877992453	1982296856391512071	Obviously satirical. Read more widely, in particular, &quot;A Modest Proposal&quot; just a heads up, Swift really isn't advocating for making gloves out of the skin of Irish babies.  https://en.wikipedia.org/wiki/A_Modest_Proposal	NOT_MISLEADING	1
1982507037310271992	1982458098351558718	Milliardäre kosten die Gesellschaft nichts.  https://de.wikipedia.org/wiki/Milliard%C3%A4r 	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982505766268403844	1982406955517001929	The statement reflects an Islamic theological view: in Islam, Jesus (Isa) and Mary (Maryam) are called “Muslim” in the sense of submitting to God. It is not a historical claim that they practiced the later religion of Islam. https://en.wikipedia.org/wiki/Jesus_in_Islam	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982504720636764514	1982404723379785853	Görüntüdeki spor Rugby    https://en.wikipedia.org/wiki/Rugby	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982504473042764268	1982430521461485694	Devils tower is composed of a crystalline rock, classified as phonolite porphyry. It's appearance, known as columnar jointing is neither unique nor like a tree which grow rings horizontally not vertical columns.    https://en.wikipedia.org/wiki/Columnar_jointing  https://www.nps.gov/deto/learn/nature/tower-formation.htm?fbclid=IwAR0P-pxZ5GV50WtP9s874ProG-2Zf1wyrx94QmdMpVpMH-Yc3M31Mo1QkUw  https://extension.psu.edu/what-exactly-are-growth-rings	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982504300979888257	1982391699268915260	Zyed Benna et Bouna Traoré sont morts en se cachant dans un poste électrique pour fuir un contrôle de police, car n'ayant pas leurs papiers sur eux et ne voulant pas être en retard pour la coupure du ramadan.   https://fr.wikipedia.org/wiki/Mort_de_Zyed_Benna_et_Bouna_Traor%C3%A9	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982502810622087583	1982305123972841593	Katy was born in 1984, so she is 41 years old, not 45  https://es.wikipedia.org/wiki/Katy_Perry	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982498940755833180	1982372365599375794	Türkiye'de &quot;Kürt Şehri&quot; bulunmamaktadır. Amed isimli şehir mevcut değildir. Türkiye Cumhuriyeti vatandaşlarının tümü, özellikle de yabancı devlet ve kişiler nezdinde,Türk vatandaşlarıdır. Paylaşımda Türkiye Cumhuriyeti Devleti ve vatandaşlarına yönelik şiddet kutsaması var.    https://tr.wikipedia.org/wiki/T%C3%BCrkiye%27nin_illeri  https://www.mevzuat.gov.tr/mevzuat?MevzuatNo=2709&amp;MevzuatTur=1&amp;MevzuatTertip=5	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982497689360093237	1982477970192425418	The post is false.  Example: Germany has 72 launchers of Patriots, with 64 more on order.  https://en.wikipedia.org/wiki/MIM-104_Patriot#Operators  France has ca. 42 launchers (7 batteries) of comparable SAMP/T systems (plus 8 batteries on order) and Italy has 3 batteries in operation and 10 more on order.  https://en.wikipedia.org/wiki/SAMP/T	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982491931549560896	1982336441561821470	The image’s claim is false. It’s a manipulated photo of pillars from Hoshang Shah’s Tomb misattributed to Rameshwaram; the temple’s 1212-pillared corridors do not “meet in one dot.” Major corridor additions date to the 12th–18th centuries, not 285 CE. https://factly.in/a-photoshopped-image-of-hoshang-shah-tomb-pillars-is-being-shown-as-1212-pillars-at-the-rameshwaram-temple/ https://en.wikipedia.org/wiki/Ramanathaswamy_Temple	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982491266379055605	1982478461383102957	O encontro se deu no contexto EUA e a Cúpula da ASEAN. A informação está, CLARAMENTE VISÍVELna matéria de fundo.    O Brasil não faz parte da cúpula da ASEAN.    https://pt.wikipedia.org/wiki/Associa%C3%A7%C3%A3o_de_Na%C3%A7%C3%B5es_do_Sudeste_Asi%C3%A1tico#:~:text=Os%20atuais%20membros%20da%20ASEAN%20s%C3%A3o%2C%20por,(1997)%20*%20Laos%20(1997)%20*%20Camboja%20(1999)    https://asean.org/about-asean/      	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982490154850787527	1982439354703188257	Die Plagiatsvorwürfe sind noch sichtbar. https://de.wikipedia.org/wiki/Mario_Voigt	MISINFORMED_OR_POTENTIALLY_MISLEADING	1
1982489935870378007	1982083402909245837	NNN - He killed 2 people, which is what the post was referring to.    https://en.wikipedia.org/wiki/Kenosha_unrest_shooting	NOT_MISLEADING	1
